gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000097235	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097236	10.74478	-0.008966723	0.13247484	0.7215968	0.9323722
ENSMUSG00000097237	1.424804	-0.0006850242	0.14698115	0.9611747	NA
ENSMUSG00000097239	19.47957	-0.02209356	0.14387987	0.2917134	0.7359944
ENSMUSG00000097240	4.78946	0.02786589	0.16880361	0.1567696	0.6138909
ENSMUSG00000097241	0.3603154	-0.004826081	0.22047551	0.6591997	NA
ENSMUSG00000097242	9.316479	0.1340203	0.47797637	0.00660683	0.2035298
ENSMUSG00000097243	2.518159	0.02717187	0.20361858	0.1354638	0.5862007
ENSMUSG00000097244	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097245	4.675704	0.01296676	0.1366047	0.5421317	0.8694703
ENSMUSG00000097246	37.46117	0.02660655	0.12572689	0.5029516	0.8508023
ENSMUSG00000097247	0.1346792	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097248	6.517023	0.05581639	0.17170888	0.05115377	0.4436592
ENSMUSG00000097249	0.0392667	0	0.21433687	1	NA
ENSMUSG00000097250	1.537832	0.004765316	0.15420301	0.7225882	NA
ENSMUSG00000097251	23.47359	-0.01947658	0.12794406	0.577631	0.8839021
ENSMUSG00000097252	0.04352699	0	0.21433687	1	NA
ENSMUSG00000097253	5.197727	0.05980729	0.34176267	0.03195942	0.3784283
ENSMUSG00000097254	1.219055	-0.02327861	0.20901453	0.1663683	NA
ENSMUSG00000097258	3.332963	0.02489988	0.34123002	0.1050408	0.5528793
ENSMUSG00000097259	0.4104663	3.633942e-05	0.21258466	0.9972861	NA
ENSMUSG00000097260	0.1135068	0.007632808	0.23249292	0.4982645	NA
ENSMUSG00000097261	2.760751	0.0001531589	0.14318908	0.9919024	0.9984677
ENSMUSG00000097263	8.626449	0.03606904	0.41822055	0.05125242	0.4437324
ENSMUSG00000097265	10.42111	0.1211454	0.32089512	0.006233391	0.1967363
ENSMUSG00000097267	1.979927	0.02047089	0.31039071	0.1484193	0.6022292
ENSMUSG00000097268	33.89798	-0.01261134	0.1193235	0.7937375	0.9529124
ENSMUSG00000097271	5.951842	0.01358102	0.13285068	0.5948397	0.8908164
ENSMUSG00000097272	5.246586	0.01795244	0.29184792	0.1855879	0.6423934
ENSMUSG00000097274	37.56753	2.237711	1.17043219	1.870551e-05	0.009206306
ENSMUSG00000097275	4.885306	0.7665471	1.65468501	0.0008022738	0.07115803
ENSMUSG00000097276	20.81179	-0.0127777	0.12757262	0.7141508	0.9299225
ENSMUSG00000097277	43.61615	-0.03544034	0.12444165	0.4078835	0.8025376
ENSMUSG00000097279	1.142325	0.08476877	0.53708172	0.0196932	NA
ENSMUSG00000097280	5.909306	0.05632462	0.24572408	0.03559248	0.3949846
ENSMUSG00000097281	0.07853339	0	0.21433687	1	NA
ENSMUSG00000097282	3.598572	0.0248744	0.34105195	0.1052383	0.5528793
ENSMUSG00000097283	0.2377383	-0.0009229467	0.21396454	0.9309812	NA
ENSMUSG00000097284	43.48254	0.1111141	0.14893806	0.01820116	0.3031181
ENSMUSG00000097285	0.5483508	0.01132851	0.25149099	0.3431219	NA
ENSMUSG00000097286	0.08377686	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097287	70.80566	0.1017887	0.15655997	0.01901687	0.307611
ENSMUSG00000097288	5.678439	-0.01537853	0.13934322	0.4489226	0.8269071
ENSMUSG00000097290	50.47977	0.01442236	0.12821039	0.6698957	0.9157598
ENSMUSG00000097292	12.38868	0.0521051	0.14091852	0.1057143	0.5528793
ENSMUSG00000097293	1.448491	-0.004628855	0.14989814	0.7406752	NA
ENSMUSG00000097294	5.282774	0.09850268	0.68786553	0.0124204	0.2558935
ENSMUSG00000097295	0.6506343	-0.007068818	0.21294064	0.5453573	NA
ENSMUSG00000097296	7.144411	0.04531224	0.17170862	0.07335287	0.4945621
ENSMUSG00000097298	0.3307473	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000097300	7.042735	0.06676361	0.56764485	0.02063908	0.3164033
ENSMUSG00000097301	9.278559	0.2707781	0.76977308	0.002299584	0.126744
ENSMUSG00000097303	2.696159	0.005369622	0.1441868	0.7273252	0.9337708
ENSMUSG00000097304	0.04274889	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097305	29.411	-0.01329455	0.1235829	0.752026	0.9407499
ENSMUSG00000097307	0.3772894	0.00630639	0.21946797	0.5775005	NA
ENSMUSG00000097308	0.6971124	-0.009411976	0.19465008	0.4578551	NA
ENSMUSG00000097309	6.969216	-0.01250866	0.13305233	0.6168072	0.8985368
ENSMUSG00000097310	1.097698	0.0167313	0.28018891	0.2111082	NA
ENSMUSG00000097311	287.6591	0.01442463	0.12789325	0.6753119	0.9183222
ENSMUSG00000097312	230.2008	-0.009924422	0.15920377	NA	NA
ENSMUSG00000097313	0.2493243	0.005063699	0.22244728	0.6430514	NA
ENSMUSG00000097316	25.13034	-0.07201242	0.13006461	0.1018366	0.5491164
ENSMUSG00000097317	1.193639	0.002206587	0.16266883	0.8581432	NA
ENSMUSG00000097318	5.175168	0.02622229	0.14000813	0.2705871	0.7205986
ENSMUSG00000097320	61.73209	0.02115969	0.11671762	0.68158	0.9198923
ENSMUSG00000097321	14.61879	0.0007141867	0.13069927	0.9794785	0.995443
ENSMUSG00000097322	4.520324	-0.02263877	0.14397102	0.2838525	0.7312966
ENSMUSG00000097323	2.406937	0.006166699	0.13773632	0.7400548	0.9375833
ENSMUSG00000097324	7.580734	-0.04436536	0.1491884	0.1064047	0.5533581
ENSMUSG00000097325	5.578552	0.1009754	0.44412583	0.01215337	0.2546804
ENSMUSG00000097326	4.379003	-0.005963485	0.13539236	0.7727028	0.9477076
ENSMUSG00000097327	0.6243727	0.01485147	0.22701358	0.2820343	NA
ENSMUSG00000097328	17.51227	-0.02708323	0.13015523	0.4079713	0.8025516
ENSMUSG00000097329	3.316179	0.02057607	0.31093411	0.1473459	0.6012998
ENSMUSG00000097330	25.96504	0.38898	0.71004179	0.0006266112	0.06107481
ENSMUSG00000097331	3.018475	0.06865716	0.37238877	0.02501368	0.3423713
ENSMUSG00000097332	2.67984	0.005582332	0.13994066	0.7441996	0.9383832
ENSMUSG00000097333	124.8825	0.05974246	0.11429303	0.2864612	0.733049
ENSMUSG00000097334	1.032432	-0.01177233	0.20152428	0.3733085	NA
ENSMUSG00000097335	2.413395	0.02206721	0.32146019	0.1304384	0.5830797
ENSMUSG00000097336	1.565094	0.005575892	0.15099562	0.6906755	NA
ENSMUSG00000097337	21.48064	0.06240317	0.16665437	0.04429952	0.4288463
ENSMUSG00000097338	2.787537	0.02325482	0.32973784	0.1188883	0.5699438
ENSMUSG00000097339	1.623865	0.007909956	0.15327493	0.5798228	NA
ENSMUSG00000097340	18.42294	1.457005	2.7376859	0.0002179754	0.03281859
ENSMUSG00000097342	2.074358	0.002471063	0.15313323	0.8514745	0.9670223
ENSMUSG00000097343	44.27595	0.02443442	0.12026628	0.6073628	0.8955789
ENSMUSG00000097344	0.7328351	0.01256251	0.24754411	0.31798	NA
ENSMUSG00000097345	2.927192	0.003653918	0.14168527	0.8187692	0.9595402
ENSMUSG00000097346	2.586313	0.01782731	0.21536436	0.2326133	0.6859751
ENSMUSG00000097347	15.4444	0.6819944	1.78853237	0.0009220491	0.07655818
ENSMUSG00000097348	134.8167	-0.04542456	0.12359546	0.3162081	0.7538437
ENSMUSG00000097350	32.44849	-0.001915052	0.12040716	0.9672173	0.9921149
ENSMUSG00000097352	0.516612	-0.005077436	0.20695219	0.6557651	NA
ENSMUSG00000097353	42.77499	0.02664737	0.12498731	0.5147731	0.8552919
ENSMUSG00000097354	0.7789104	-0.008324138	0.17578081	0.5182651	NA
ENSMUSG00000097355	1.208327	0.02096848	0.30196211	0.1543199	NA
ENSMUSG00000097357	4.300742	0.007073837	0.14194788	0.6693268	0.9155711
ENSMUSG00000097358	0.7667948	0.01260459	0.2475889	0.3169498	NA
ENSMUSG00000097360	5.158247	-0.06593464	0.26644832	0.02537253	0.3458307
ENSMUSG00000097362	0.09730256	0	0.21433687	1	NA
ENSMUSG00000097364	0.2627408	0.005063699	0.22244728	0.6430514	NA
ENSMUSG00000097365	5.555583	0.02670476	0.29312971	0.1224237	0.5731489
ENSMUSG00000097366	0.7122303	0.0008928223	0.19362615	0.936648	NA
ENSMUSG00000097367	16.76618	3.483058	1.58982505	1.466951e-05	0.008232261
ENSMUSG00000097368	1.1968	0.02001393	0.26606755	0.1850875	NA
ENSMUSG00000097370	0.1670662	0	0.21433687	1	NA
ENSMUSG00000097372	5.243976	0.01386273	0.14121049	0.4643833	0.8329214
ENSMUSG00000097373	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097374	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097375	145.6726	0.02478317	0.12003142	0.6046944	0.8949205
ENSMUSG00000097376	0.4835108	0.01118625	0.25068846	0.3480223	NA
ENSMUSG00000097377	1.289045	-0.009414097	0.17194302	0.4800376	NA
ENSMUSG00000097378	1.615708	-0.01171127	0.16677369	0.4120678	NA
ENSMUSG00000097379	3.402946	0.0287645	0.36154029	0.08501686	0.5151605
ENSMUSG00000097380	0.8717664	0.01648159	0.27009414	0.2249458	NA
ENSMUSG00000097381	13.86889	-0.01668319	0.13018845	0.5843432	0.886393
ENSMUSG00000097383	13.81929	0.03856374	0.13196633	0.2495625	0.7033402
ENSMUSG00000097385	67.05971	0.03617401	0.1368833	0.2094201	0.6651987
ENSMUSG00000097386	1.630886	0.01074539	0.15502985	0.4715991	NA
ENSMUSG00000097387	1.02705	-0.004265564	0.16119828	0.7371712	NA
ENSMUSG00000097388	3.791876	0.03301021	0.20248539	0.1012479	0.5491164
ENSMUSG00000097390	2.430017	0.0121019	0.25401317	0.3206048	0.7571089
ENSMUSG00000097391	550.0008	0.02715542	0.10312754	0.6562834	0.9119578
ENSMUSG00000097392	150.4522	0.0337137	0.114786	0.5325164	0.864528
ENSMUSG00000097393	4.43762	-0.00536953	0.13687649	0.7786696	0.9491032
ENSMUSG00000097396	3.668445	0.01617842	0.14831908	0.3628705	0.7810986
ENSMUSG00000097397	9.020656	-0.01011966	0.13173403	0.703747	0.9279834
ENSMUSG00000097399	2.4548	0.005064909	0.15193147	0.7129676	0.9296238
ENSMUSG00000097401	0.4120702	-0.0009982609	0.18012214	0.93127	NA
ENSMUSG00000097402	2.638099	0.01415437	0.14981821	0.3994053	0.7993717
ENSMUSG00000097403	5.656523	-0.01391337	0.14620875	0.4248083	0.8104486
ENSMUSG00000097404	2.586638	0.01151657	0.14359432	0.5061329	0.8511416
ENSMUSG00000097405	3.505274	0.06528315	0.3617158	0.02737086	0.3584731
ENSMUSG00000097406	3.12352	0.04052112	0.41735052	0.05254886	0.4479729
ENSMUSG00000097407	1.312543	0.01299524	0.22901912	0.3231069	NA
ENSMUSG00000097408	0.342618	-0.0003232433	0.21389231	0.9757667	NA
ENSMUSG00000097410	1.947186	0.01910587	0.30101157	0.1664427	0.623898
ENSMUSG00000097411	3.494519	0.005430136	0.1425819	0.7332915	0.9360971
ENSMUSG00000097412	11.08278	-0.01590715	0.1294212	0.6163793	0.8984438
ENSMUSG00000097413	5.157211	0.007540763	0.13494632	0.7251791	0.9337414
ENSMUSG00000097414	32.15852	0.1424799	0.18090219	0.005550946	0.1845565
ENSMUSG00000097415	2.050873	0.01885524	0.16804108	0.2560548	0.7105421
ENSMUSG00000097416	3.183915	-0.009437886	0.13859815	0.616338	0.8984438
ENSMUSG00000097417	4.956108	0.02093628	0.30129131	0.1550999	0.6114149
ENSMUSG00000097418	0.3529698	0.007058523	0.23003268	0.5278736	NA
ENSMUSG00000097419	1.337849	-0.001036762	0.14808124	0.9403746	NA
ENSMUSG00000097422	9.11376	0.04141572	0.17767399	0.08063935	0.5053672
ENSMUSG00000097424	0.05631087	0	0.21433687	1	NA
ENSMUSG00000097426	0.09797146	0	0.21433687	1	NA
ENSMUSG00000097428	110.7693	-0.08746014	0.115567	0.1287763	0.5816607
ENSMUSG00000097429	2.016544	0.002526544	0.16450653	0.8368625	0.9639276
ENSMUSG00000097430	6.744891	0.05847681	0.38135657	0.03465676	0.3906321
ENSMUSG00000097431	33.87477	-0.01765985	0.12738926	0.6213031	0.8995653
ENSMUSG00000097433	3.913779	0.01712876	0.14964765	0.3379205	0.76462
ENSMUSG00000097434	9.150792	0.006027131	0.13255386	0.8063992	0.9563075
ENSMUSG00000097435	0.8595102	0.0155368	0.21793725	0.2723197	NA
ENSMUSG00000097439	1.442019	-0.0004604622	0.15571352	0.971267	NA
ENSMUSG00000097440	15.83115	-0.03230465	0.13379306	0.2791085	0.7276468
ENSMUSG00000097441	1.904082	0.004480712	0.14335025	0.7722287	0.947631
ENSMUSG00000097443	2.485027	0.0220292	0.32119569	0.1308322	0.583526
ENSMUSG00000097444	0.5342616	0.008811441	0.1878378	0.4866617	NA
ENSMUSG00000097445	2.695073	0.3182464	1.06372479	0.00277024	0.1325635
ENSMUSG00000097448	0.02828562	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097451	7084.065	0.02446429	0.07174982	0.6758697	0.9183222
ENSMUSG00000097452	15.34006	0.01902745	0.1471482	0.3175557	0.7548514
ENSMUSG00000097453	2.778835	-0.005387561	0.14073151	0.7467085	0.9388041
ENSMUSG00000097454	4.227423	0.01445376	0.19019515	0.311426	0.7506017
ENSMUSG00000097455	0.3872482	0.007497599	0.22060724	0.51824	NA
ENSMUSG00000097456	5.33908	-0.001680134	0.13394142	0.9391345	0.9851278
ENSMUSG00000097457	1.262771	0.02908643	0.33831871	0.09773989	NA
ENSMUSG00000097458	0.4431431	0.007627616	0.20762583	0.5233351	NA
ENSMUSG00000097459	0.7874394	-0.008946467	0.18102231	0.4873228	NA
ENSMUSG00000097460	8.277472	0.01537555	0.13524287	0.5073379	0.8511416
ENSMUSG00000097461	8.04995	1.1562	2.07868947	0.0004450853	0.05025936
ENSMUSG00000097462	8.473981	-0.003310288	0.13343105	0.8849538	0.9737197
ENSMUSG00000097463	0.253972	-0.001151693	0.21406505	0.9139969	NA
ENSMUSG00000097464	13.08936	0.07600893	0.26152582	0.0188044	0.3072383
ENSMUSG00000097465	0.1195777	0.007697511	0.23277989	0.4950251	NA
ENSMUSG00000097466	95.59426	-0.005074888	0.11594199	0.922281	0.9821364
ENSMUSG00000097467	2.541636	-0.005882683	0.14049877	0.7277266	0.9340057
ENSMUSG00000097468	3.420268	0.000865704	0.13633132	0.9638547	0.9917145
ENSMUSG00000097469	3.855251	0.02652856	0.35260711	0.09339222	0.532819
ENSMUSG00000097470	2.971897	0.03116029	0.37128077	0.077183	0.5006487
ENSMUSG00000097471	1.721951	0.01272531	0.18144237	0.3623848	NA
ENSMUSG00000097472	1.099487	0.002864975	0.17086516	0.8114957	NA
ENSMUSG00000097473	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097474	0.8281315	0.01996708	0.28789009	0.1730009	NA
ENSMUSG00000097476	2.530276	-0.01330966	0.14840375	0.4271353	0.8118876
ENSMUSG00000097479	70.32063	4.81991	1.11887671	6.151609e-07	0.001035651
ENSMUSG00000097482	0.5290232	-0.006717809	0.18694167	0.581313	NA
ENSMUSG00000097484	0.7645468	0.01515437	0.24895822	0.2633433	NA
ENSMUSG00000097486	2.583435	-0.01077559	0.15793704	0.4615597	0.8313659
ENSMUSG00000097487	5.929346	0.01593379	0.13789927	0.4546432	0.830072
ENSMUSG00000097488	3.757403	0.03362405	0.36251692	0.07786339	0.5024702
ENSMUSG00000097489	0.3929495	0.002779762	0.20675854	0.8010985	NA
ENSMUSG00000097491	3.067352	0.009775878	0.23994439	0.4053766	0.8014595
ENSMUSG00000097493	23.39968	0.07554157	0.13953733	0.05810488	0.4590633
ENSMUSG00000097494	10.14615	0.01352372	0.13555572	0.5450061	0.8706318
ENSMUSG00000097496	2.535824	-0.009069371	0.1522712	0.5387455	0.8687951
ENSMUSG00000097497	18.2558	0.06791287	0.16887289	0.03668056	0.3993941
ENSMUSG00000097501	0.46321	0.003447368	0.1912111	0.7644148	NA
ENSMUSG00000097502	1.00454	0.003931372	0.16942659	0.7474718	NA
ENSMUSG00000097503	3.663689	0.003793006	0.13778801	0.8342095	0.9639276
ENSMUSG00000097504	3.076236	0.02486448	0.33906606	0.1070763	0.5538953
ENSMUSG00000097505	3.809958	0.02610804	0.34967119	0.09622482	0.5372971
ENSMUSG00000097507	1.539943	0.01882759	0.29833826	0.1714002	NA
ENSMUSG00000097509	9.862547	-0.008452643	0.13111538	0.7584649	0.9431888
ENSMUSG00000097511	2.252952	-0.004563089	0.16659422	0.7138324	0.9297176
ENSMUSG00000097513	3.334139	0.00475367	0.15265305	0.7268679	0.9337414
ENSMUSG00000097515	6.922798	0.04391414	0.15867493	0.09057827	0.5272741
ENSMUSG00000097516	1.26457	0	0.20729757	1	NA
ENSMUSG00000097517	2.29761	0.03631971	0.23934	0.07976467	0.5031879
ENSMUSG00000097518	6.614202	1.478108	2.35445671	0.0002988621	0.03897625
ENSMUSG00000097519	0.2821427	0	0.21433687	1	NA
ENSMUSG00000097520	12.00292	-0.01149993	0.13186536	0.6658658	0.9145387
ENSMUSG00000097523	0.4074143	0.007058523	0.23003268	0.5278736	NA
ENSMUSG00000097524	5.140628	0.02916072	0.37092945	0.07801401	0.5024702
ENSMUSG00000097526	1.445515	0.006021591	0.15448825	0.6593225	NA
ENSMUSG00000097527	7.140497	0.007254948	0.1348289	0.7361358	0.9368226
ENSMUSG00000097530	5.046387	0.01080486	0.13494296	0.6266574	0.9009261
ENSMUSG00000097532	4.950295	-0.006611573	0.14280587	0.6819297	0.9198923
ENSMUSG00000097533	3.463324	0.1300836	0.61898923	0.009684262	0.2332157
ENSMUSG00000097534	0.5628609	-0.006578569	0.21138554	0.5708491	NA
ENSMUSG00000097535	8.043082	0.01293121	0.14122919	0.4875141	0.8437226
ENSMUSG00000097536	78.56457	0.05203881	0.12162222	0.2835211	0.7312966
ENSMUSG00000097537	20.71077	0.03100624	0.13215633	0.3192968	0.7560896
ENSMUSG00000097538	1.429795	-0.01007027	0.16805588	0.4624486	NA
ENSMUSG00000097541	0.3466851	5.324224e-05	0.20723442	0.9960862	NA
ENSMUSG00000097542	2.278453	0.02133363	0.31636289	0.1383237	0.5897563
ENSMUSG00000097543	0.1443853	0.00432117	0.2203023	0.690318	NA
ENSMUSG00000097545	639.9102	0.07356382	0.11209618	0.2085897	0.6647519
ENSMUSG00000097546	2.168813	0.01882846	0.29424872	0.1761199	0.6326994
ENSMUSG00000097547	2.858335	0.00885748	0.14288264	0.5962741	0.8916442
ENSMUSG00000097548	2.563406	-0.006239005	0.14550186	0.6822534	0.9198923
ENSMUSG00000097551	0.07489038	0	0.21433687	1	NA
ENSMUSG00000097553	0.292509	0.003080451	0.21615647	0.7750856	NA
ENSMUSG00000097554	134.3104	3.058969	2.11824793	4.525193e-05	0.01464543
ENSMUSG00000097557	4.324401	0.01023389	0.13906918	0.5860779	0.8874977
ENSMUSG00000097558	2.29376	0.02657441	0.18532769	0.15015	0.6038018
ENSMUSG00000097559	8.96926	0.01912648	0.14557691	0.3250215	0.7586046
ENSMUSG00000097560	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097561	6.411407	-0.02135802	0.13762847	0.3597983	0.7802583
ENSMUSG00000097563	18.24497	-0.001120063	0.13374179	0.9598989	0.9905004
ENSMUSG00000097564	1.459038	0.006145556	0.15326165	0.656865	NA
ENSMUSG00000097565	1.396812	-0.01150632	0.25115663	0.3390824	NA
ENSMUSG00000097566	30.88503	0.07712484	0.1350956	0.0678159	0.4820892
ENSMUSG00000097567	0.6520974	-0.007481754	0.17716647	0.553512	NA
ENSMUSG00000097569	0.04352699	0	0.21433687	1	NA
ENSMUSG00000097571	34.18775	0.03462688	0.13304894	0.2679562	0.7187642
ENSMUSG00000097572	3.733931	0.01404691	0.1389619	0.4838348	0.8422764
ENSMUSG00000097573	17.22558	-0.03532703	0.13131821	0.2887204	0.7342508
ENSMUSG00000097574	18.39684	0.08686558	0.15145925	0.03027359	0.3732664
ENSMUSG00000097575	1.941284	0.006429447	0.14563011	0.6733981	0.9173881
ENSMUSG00000097576	1.311124	0.001912083	0.16653378	0.8745512	NA
ENSMUSG00000097577	10.20477	0.04447959	0.17350831	0.07434605	0.4960289
ENSMUSG00000097578	2.333474	0.01494049	0.27252544	0.2429429	0.6972172
ENSMUSG00000097579	1.35493	0.00920728	0.18093823	0.477196	NA
ENSMUSG00000097580	0.6769844	-0.0009674847	0.19320939	0.9314413	NA
ENSMUSG00000097582	5.111176	0.02897298	0.3229267	0.1036796	0.5515078
ENSMUSG00000097583	25.45811	-0.004251698	0.12464481	0.9152062	0.9806557
ENSMUSG00000097584	0.636493	-0.001436742	0.16716381	0.9050841	NA
ENSMUSG00000097585	6.623905	-0.03656469	0.16697766	0.1081308	0.5548216
ENSMUSG00000097586	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097587	2.306206	-0.01457125	0.17416295	0.3258983	0.7593496
ENSMUSG00000097589	152.6741	0.1039965	0.12883845	0.04498161	0.4311669
ENSMUSG00000097590	9.661732	0.07769915	0.35560228	0.01877986	0.3072298
ENSMUSG00000097591	1.911534	-0.003554271	0.14720483	0.8037096	0.9557194
ENSMUSG00000097592	12.80795	-0.002494742	0.13246499	0.9186504	0.9811911
ENSMUSG00000097593	1.268082	-0.01145694	0.19051873	0.3906573	NA
ENSMUSG00000097595	0.9789843	0.01654302	0.21018827	0.2567127	NA
ENSMUSG00000097596	19.48458	0.1496715	0.4408421	0.004490671	0.1659935
ENSMUSG00000097597	0.2422114	0.003673017	0.21871787	0.7333934	NA
ENSMUSG00000097598	0.1319793	0.00432117	0.2203023	0.690318	NA
ENSMUSG00000097601	25.17637	-0.007024978	0.13494761	0.7420762	0.937983
ENSMUSG00000097602	0.3565836	-0.0004663918	0.21233622	0.9652235	NA
ENSMUSG00000097603	1.532953	0.006442089	0.1471628	0.665538	NA
ENSMUSG00000097604	13.11594	-0.007251	0.12996107	0.8066068	0.9563075
ENSMUSG00000097605	0.6600629	-0.0003027254	0.18775139	0.9787431	NA
ENSMUSG00000097609	0.2782194	0.002130946	0.21590586	0.8417777	NA
ENSMUSG00000097610	2.14111	-0.006357823	0.14751165	0.6676776	0.9151732
ENSMUSG00000097612	1.426242	0.0216765	0.18419976	0.1981826	NA
ENSMUSG00000097613	8.254146	0.004015143	0.13104472	0.8826119	0.9734384
ENSMUSG00000097614	2.319214	0.02333369	0.19807565	0.1707716	0.6288307
ENSMUSG00000097615	28.34807	-0.05245467	0.12755726	0.2094133	0.6651987
ENSMUSG00000097616	9.889257	0.003021232	0.13228052	0.9029833	0.9776916
ENSMUSG00000097617	11.00965	0.02086006	0.13340831	0.4357025	0.8177197
ENSMUSG00000097618	2.132314	0.01984024	0.1994216	0.2104938	0.6664775
ENSMUSG00000097619	3.655027	0.0100684	0.14286764	0.5558082	0.8738723
ENSMUSG00000097620	1.819724	0.03282379	0.3683195	0.07698271	NA
ENSMUSG00000097621	0.05657123	0.0006707557	0.21428573	0.9497131	NA
ENSMUSG00000097622	8.082111	-0.007246076	0.13321439	0.7598649	0.9435535
ENSMUSG00000097623	0.7756024	0.001155534	0.17390283	0.9217861	NA
ENSMUSG00000097625	2.148455	0.02037259	0.30971213	0.14963	0.6038018
ENSMUSG00000097626	18.70914	-0.00274034	0.12826513	0.9335746	0.9835261
ENSMUSG00000097627	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097628	0.129134	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097632	1.373004	0.03256632	0.35697391	0.08186599	NA
ENSMUSG00000097633	0.1749886	0.0006707547	0.21428573	0.9497132	NA
ENSMUSG00000097634	6.134286	0.03155805	0.3874938	0.06689021	0.4819545
ENSMUSG00000097635	5.509432	-0.02375727	0.1410768	0.2907812	0.7356726
ENSMUSG00000097636	2.069806	0.01115999	0.16230262	0.4381691	0.8190722
ENSMUSG00000097637	2.90118	0.06691907	0.39087309	0.02697895	0.3565393
ENSMUSG00000097638	4.989322	-0.01082345	0.13661663	0.5998541	0.8937362
ENSMUSG00000097639	0.9850766	0.01527002	0.27546831	0.2344525	NA
ENSMUSG00000097640	14.18133	0.02210094	0.13266267	0.4301124	0.8134892
ENSMUSG00000097641	2.611272	0.01378402	0.19885891	0.3209301	0.7571089
ENSMUSG00000097642	0.5483508	0.01132851	0.25149099	0.3431219	NA
ENSMUSG00000097643	4.434695	0.02465792	0.17069376	0.1815853	0.6391439
ENSMUSG00000097644	0.8817019	-0.01564821	0.23921349	0.2602676	NA
ENSMUSG00000097645	0.05631087	0	0.21433687	1	NA
ENSMUSG00000097648	1.12561	0.00675649	0.18635171	0.5798444	NA
ENSMUSG00000097649	24.03506	-0.05245658	0.12888675	0.193574	0.652493
ENSMUSG00000097650	0.1266349	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000097652	11.08749	0.02296238	0.13413196	0.3882689	0.7953692
ENSMUSG00000097656	0.9144795	-0.0037117	0.19734477	0.7446307	NA
ENSMUSG00000097657	2.362557	0.001847927	0.14169047	0.9064699	0.9786372
ENSMUSG00000097658	0.624796	0.01180778	0.23537324	0.3492016	NA
ENSMUSG00000097660	9.982448	0.07973152	0.53632273	0.02150636	0.3199007
ENSMUSG00000097662	0.5012343	0.003544993	0.21754201	0.7428111	NA
ENSMUSG00000097664	1.182418	0.02594054	0.32065911	0.1169906	NA
ENSMUSG00000097665	2.706304	0.07323508	0.44178801	0.02400553	0.3355158
ENSMUSG00000097666	7.253486	0.01311243	0.14105044	0.484565	0.8427902
ENSMUSG00000097667	0.8340837	0.01300318	0.26134795	0.2908873	NA
ENSMUSG00000097668	0.7851006	0.001325746	0.17184227	0.9109194	NA
ENSMUSG00000097673	1.260974	0.02572502	0.26499957	0.133663	NA
ENSMUSG00000097674	2.009889	0.01294347	0.16019452	0.3925367	0.7966986
ENSMUSG00000097675	4.977847	0.01551338	0.1364105	0.4850405	0.8428735
ENSMUSG00000097677	0.05444447	0	0.21433687	1	NA
ENSMUSG00000097679	0.1750434	0	0.21433687	1	NA
ENSMUSG00000097680	2.949279	0.02451477	0.33661232	0.1098792	0.5571457
ENSMUSG00000097681	0.05444447	0	0.21433687	1	NA
ENSMUSG00000097682	0.08549777	-0.0002424003	0.21390401	0.9818237	NA
ENSMUSG00000097683	0.4098756	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097684	8.779339	0.03366417	0.14414366	0.1779178	0.6356677
ENSMUSG00000097685	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000097686	0.8639203	0.02398029	0.30062306	0.1367385	NA
ENSMUSG00000097690	0.4003187	0.002557014	0.20458218	0.8173171	NA
ENSMUSG00000097692	5.055715	0.01778424	0.15321316	0.3112312	0.7503829
ENSMUSG00000097693	0.8527912	-0.008247251	0.16907262	0.5302839	NA
ENSMUSG00000097694	0.867732	0.0007942079	0.1732126	0.9462419	NA
ENSMUSG00000097695	9.028748	0.08584239	0.31833307	0.01438767	0.2667121
ENSMUSG00000097697	0.09905554	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000097698	26.81278	2.100183	3.20353066	0.000106573	0.02241173
ENSMUSG00000097699	11.29786	-0.006043198	0.12892597	0.8485632	0.9666024
ENSMUSG00000097700	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000097703	0.04352699	0	0.21433687	1	NA
ENSMUSG00000097705	0.5981075	0.005006059	0.18344247	0.6747163	NA
ENSMUSG00000097706	3.383163	0.01024134	0.13838813	0.5937085	0.8902058
