task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
351	a0/701702	12109613	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:25:48.879	8.9s	2s	95.9%	7.7 MB	18.5 MB	169.3 MB	169.3 MB
353	95/864a1f	12109617	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:25:50.025	7.7s	2s	94.2%	7.7 MB	18.5 MB	165.7 MB	165.7 MB
324	4f/5974c7	12109589	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:18.491	39.2s	30s	99.0%	724.3 MB	2.1 GB	316.9 MB	40.9 MB
361	79/ed1a2c	12109625	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:52.932	4.9s	1s	59.2%	13.8 MB	25.5 MB	16.8 MB	3.5 KB
319	96/dceb20	12109579	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:09.978	47.8s	39s	96.9%	96.7 MB	797.1 MB	2.1 GB	24.4 MB
309	1d/01de38	12109573	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.543	54.2s	48s	94.1%	45.6 MB	745.8 MB	2 GB	1.3 KB
339	df/749868	12109603	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:25:38.057	24.7s	17s	98.3%	60.7 MB	75.2 MB	944.8 MB	92.7 MB
355	d4/816764	12109624	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:52.765	10s	3s	88.3%	59.8 MB	760.1 MB	53.4 MB	797 B
307	c0/6e8ea5	12109576	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:09.198	53.5s	45s	93.9%	97.6 MB	798.3 MB	2 GB	37.6 MB
310	89/b6d620	12109571	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.170	59.5s	56s	94.7%	227.4 MB	929.5 MB	2 GB	28.3 KB
316	bc/4d8ea0	12109582	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:10.555	57.2s	51s	94.0%	125.1 MB	826.2 MB	2.1 GB	27.8 KB
341	de/47c4c6	12109604	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:43.087	24.6s	17s	141.3%	23.3 MB	209.9 MB	2.6 GB	2.8 MB
315	0d/16a8ec	12109581	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:10.300	57.4s	52s	95.0%	672.4 MB	1.4 GB	1.5 GB	43.7 MB
297	f7/412a4c	12109562	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:59.330	1m 8s	1m 1s	95.0%	99.9 MB	800.3 MB	2.8 GB	44.5 MB
255	2c/c01d61	12109517	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:50.933	2m 22s	2m 16s	117.4%	674.7 MB	864.6 MB	3.9 GB	335.2 MB
345	46/ead2bf	12109608	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:45.517	27.2s	22s	403.7%	534.9 MB	868.2 MB	4.6 GB	899 MB
147	0d/c68897	12109416	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:28.634	4m 44s	4m 35s	85.3%	401 MB	881.8 MB	16.1 GB	1.5 GB
347	99/a46884	12109612	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:48.817	23.9s	16s	147.6%	28.8 MB	209.9 MB	2.7 GB	3.1 MB
352	6d/ab020c	12109615	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:49.728	23s	19s	388.1%	408 MB	868.2 MB	3.9 GB	296.7 MB
363	cd/b41ab7	12109627	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:25:58.438	14.3s	10s	97.0%	42.3 MB	56.9 MB	497.1 MB	54.1 MB
362	59/1ea0cf	12109626	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:25:58.102	14.6s	10s	97.3%	42.8 MB	57.5 MB	507.9 MB	55.1 MB
260	de/5499e1	12109523	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:03.371	2m 14s	2m 9s	97.1%	5.9 GB	6.6 GB	2.6 GB	204.8 KB
313	e7/39e522	12109580	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:10.133	1m 8s	1m 2s	94.7%	882.1 MB	1.5 GB	2.2 GB	1.7 KB
295	ff/3162d6	12109556	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:58.041	1m 20s	1m 14s	95.0%	410.1 MB	1.1 GB	2.8 GB	27.9 KB
278	c9/fb64ab	12109538	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:32.872	1m 45s	1m 37s	124.9%	649.8 MB	878.5 MB	3.7 GB	328.5 MB
365	a4/2066dc	12109633	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.952	8.8s	4s	86.6%	59.8 MB	760.1 MB	75.3 MB	795 B
327	6b/a3e4d4	12109590	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:18.609	59.1s	51s	97.5%	2.5 GB	3.2 GB	1 GB	170.9 KB
371	d6/0d1413	12109635	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:13.227	4.5s	0ms	62.9%	13.5 MB	25.2 MB	16.8 MB	3.5 KB
322	69/467902	12109588	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:18.450	1m 4s	59s	97.5%	882 MB	1.5 GB	1.1 GB	1.7 KB
288	b3/4cfc33	12109546	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:49.159	1m 34s	1m 24s	120.7%	607.6 MB	842.8 MB	2.9 GB	321.8 MB
372	15/8cae31	12109636	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:13.964	8.8s	2s	109.2%	59.5 MB	760.1 MB	53 MB	796 B
378	ff/1a1869	12109639	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.436	8.3s	0ms	60.7%	16 MB	20.9 MB	16.8 MB	3.5 KB
293	10/af0d9c	12109559	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:58.807	1m 29s	1m 24s	94.7%	45.4 MB	745.8 MB	2.8 GB	1.3 KB
358	06/69f779	12109621	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:51.142	36.6s	31s	98.6%	671.3 MB	1.4 GB	242.6 MB	42.2 MB
220	e1/0bd04e	12109485	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:22:38.582	3m 54s	3m 45s	112.1%	7.4 GB	8.9 GB	6.6 GB	1.6 GB
272	8b/ab1889	12109535	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:20.033	2m 13s	2m 7s	96.7%	881.9 MB	1.5 GB	3.1 GB	1.7 KB
312	27/e4e66a	12109575	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.957	1m 29s	1m 20s	95.3%	882.1 MB	1.5 GB	2.1 GB	1.7 KB
301	49/ea46c4	12109563	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:02.937	1m 35s	1m 25s	115.8%	3.1 GB	3.6 GB	2.2 GB	453.2 MB
283	9a/01375a	12109551	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:49.965	1m 48s	1m 40s	109.0%	647.6 MB	933.4 MB	3 GB	301.6 MB
271	91/f583bf	12109537	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:20.458	2m 22s	2m 15s	97.1%	8.2 GB	8.9 GB	3 GB	275 KB
214	4e/651a8f	12109476	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:23.007	4m 25s	4m 19s	89.9%	451.6 MB	881.8 MB	20.6 GB	6 GB
221	3b/cbe33a	12109487	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:22:38.992	4m 9s	4m 4s	90.7%	391.8 MB	739.8 MB	16.6 GB	1.4 GB
380	49/31089e	12109644	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:26:33.063	14.7s	5s	96.2%	7.6 MB	18.5 MB	419.8 MB	419.8 MB
381	5d/569375	12109645	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:26:33.234	14.5s	5s	96.1%	7.7 MB	18.5 MB	405.8 MB	405.8 MB
383	55/d5852e	12109647	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:26:38.368	9.4s	1s	91.8%	7.7 MB	18.5 MB	112.3 MB	112.2 MB
382	30/2c2223	12109646	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:26:37.956	9.8s	1s	89.3%	7.6 MB	18.5 MB	114.4 MB	114.4 MB
298	5c/d3903b	12109561	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:59.160	1m 54s	1m 49s	97.1%	882 MB	1.5 GB	2.9 GB	1.7 KB
308	3a/63a6de	12109570	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.061	1m 45s	1m 41s	98.4%	4.2 GB	4.8 GB	2 GB	180.4 KB
314	0c/5f3411	12109583	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:10.773	1m 42s	1m 36s	96.7%	2.2 GB	2.9 GB	2.1 GB	795.2 KB
302	8c/3ee7c8	12109566	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:04.807	1m 48s	1m 43s	91.8%	372.9 MB	881.8 MB	7.6 GB	301.5 MB
376	38/a26650	12109640	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.749	38s	29s	99.6%	672.3 MB	1.4 GB	218.7 MB	40.9 MB
364	cd/9f1a47	12109628	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.261	49.4s	39s	98.0%	672.3 MB	1.4 GB	744.5 MB	41.3 MB
386	85/0af4b5	12109650	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:26:48.205	14.5s	7s	97.2%	41 MB	55.6 MB	343.2 MB	42.4 MB
387	13/2c1a7c	12109651	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:26:48.296	14.4s	7s	97.0%	40 MB	54.6 MB	336.8 MB	41.4 MB
138	8c/51cf81	12109402	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:17:13.267	9m 54s	9m 43s	106.1%	21.6 GB	33.6 GB	5.5 GB	2.9 GB
370	bc/775640	12109632	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.878	58.8s	53s	93.7%	98.9 MB	799.6 MB	2.7 GB	40.2 MB
369	81/5ac0a3	12109629	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.346	1m 4s	57s	94.3%	45.6 MB	745.8 MB	2.6 GB	1.3 KB
359	56/02b9c2	12109618	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:50.232	1m 22s	1m 12s	98.7%	111.6 MB	811.9 MB	3.4 GB	52.3 MB
248	ac/097409	12109510	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:42.928	3m 35s	3m 24s	105.4%	4.7 GB	5.7 GB	5.6 GB	877.1 MB
132	66/27a5b4	12109398	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:16:50.151	10m 28s	10m 16s	106.4%	21.9 GB	33.6 GB	5.4 GB	2.9 GB
384	d9/aa2174	12109648	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:26:47.963	29.8s	23s	98.3%	72.1 MB	86.6 MB	1.2 GB	111.7 MB
385	c9/32f4fb	12109649	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:26:47.991	29.7s	22s	98.4%	70.3 MB	84.9 MB	1.2 GB	107.5 MB
360	61/8cfe4e	12109620	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:50.649	1m 37s	1m 31s	95.0%	700.3 MB	1.4 GB	3.4 GB	28 KB
366	21/7e5985	12109631	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.742	1m 19s	1m 9s	94.6%	311.9 MB	1012.4 MB	2.7 GB	27.9 KB
395	6b/388490	12109658	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:27:17.877	9.8s	2s	95.1%	7.7 MB	18.5 MB	221.3 MB	221.2 MB
394	12/7ca8d7	12109660	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:27:18.376	9.4s	2s	94.0%	7.7 MB	18.5 MB	217.4 MB	217.3 MB
350	31/fa7e1a	12109616	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:49.952	1m 38s	1m 27s	132.1%	628 MB	845.1 MB	3.6 GB	331.2 MB
284	8d/d28ff0	12109544	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:48.905	2m 44s	2m 33s	101.7%	2 GB	2.2 GB	4.2 GB	136.3 MB
340	23/958702	12109606	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:45.060	1m 48s	1m 38s	121.3%	583.8 MB	850.2 MB	3.6 GB	324.3 MB
388	38/9ea1d0	12109653	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:08.505	24.2s	18s	145.3%	24.6 MB	209.9 MB	2.9 GB	2.7 MB
290	c2/a0420b	12109547	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:49.312	2m 48s	2m 43s	104.4%	3.8 GB	4.3 GB	4.3 GB	637 MB
354	e2/4d4477	12109622	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:51.198	1m 47s	1m 41s	99.1%	45.5 MB	745.8 MB	3.3 GB	1.3 KB
368	a3/e19a96	12109630	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:08.557	1m 29s	1m 24s	99.0%	882.1 MB	1.5 GB	2.8 GB	1.7 KB
296	bf/7af81a	12109560	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:59.011	2m 39s	2m 34s	97.9%	6.4 GB	7.1 GB	2.8 GB	700.2 KB
373	53/f39144	12109641	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.801	1m 23s	1m 16s	93.9%	99.8 MB	800.6 MB	2.7 GB	45 MB
379	66/732c88	12109638	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.362	1m 28s	1m 21s	95.2%	45.7 MB	745.8 MB	2.7 GB	1.3 KB
393	41/1c473d	12109656	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:09.012	33.7s	27s	381.5%	588.1 MB	1.1 GB	6.5 GB	2.1 GB
405	87/98cd09	12109668	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:27:33.095	9.6s	0ms	87.8%	7.8 MB	18.5 MB	33.6 MB	33.5 MB
377	12/66b1d1	12109642	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.978	1m 28s	1m 20s	94.9%	440.4 MB	1.1 GB	2.7 GB	27.9 KB
250	a5/ea8524	12109511	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:42.941	4m	3m 52s	96.1%	401.5 MB	739.8 MB	17.1 GB	2.8 GB
404	0b/ea79d5	12109669	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:27:33.428	9.3s	0ms	76.2%	7.6 MB	18.5 MB	34.7 MB	34.7 MB
399	8f/ef63c0	12109661	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:18.531	24.2s	19s	144.9%	17.9 MB	209.9 MB	2.9 GB	2.2 MB
411	1e/36874a	12109676	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:34.711	8s	3s	90.8%	59.8 MB	760.1 MB	64.8 MB	797 B
413	7f/d51713	12109678	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:27:37.980	4.8s	2s	95.9%	7.7 MB	18.5 MB	156 MB	156 MB
403	bf/f5653a	12109666	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:27:27.993	19.7s	13s	97.2%	42.8 MB	57.3 MB	652 MB	69.2 MB
402	eb/eedb36	12109667	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:27:28.647	19.1s	13s	97.7%	43.5 MB	58 MB	663.8 MB	70.3 MB
414	c0/914fdc	12109677	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:27:37.912	9.8s	2s	89.9%	7.8 MB	18.5 MB	162.6 MB	162.5 MB
415	16/a8bfca	12109679	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:42.941	4.8s	1s	63.5%	12.1 MB	20.5 MB	16.8 MB	3.5 KB
416	6b/2b9091	12109680	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:27:43.070	4.7s	2s	95.1%	9.8 MB	24.5 MB	100.6 MB	11.4 MB
420	14/ae048e	12109684	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.391	9.3s	2s	88.0%	59.7 MB	760.1 MB	67.1 MB	806 B
417	ce/7900fe	12109686	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:27:43.664	9.1s	1s	94.6%	9.8 MB	24.5 MB	104.1 MB	11.7 MB
425	cc/79d707	12109688	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:27:43.947	13.8s	9s	97.5%	45.5 MB	60.1 MB	467.9 MB	54.7 MB
426	da/38dfc6	12109690	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:27:47.879	14.8s	10s	97.7%	47.2 MB	61.7 MB	487.7 MB	56.9 MB
253	f4/f97589	12109519	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:53.736	4m 14s	4m 6s	109.8%	6.1 GB	7.3 GB	6.5 GB	1.2 GB
428	3a/c1b401	12109691	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:28:07.849	9.9s	4s	94.5%	7.7 MB	18.5 MB	325 MB	324.9 MB
401	b8/0fb080	12109665	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:20.875	56.8s	49s	289.0%	1 GB	1.4 GB	15.1 GB	9.1 GB
427	b6/7f6b7a	12109692	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:28:08.187	9.5s	3s	95.8%	7.6 MB	18.5 MB	314.3 MB	314.3 MB
